copd_rrmse,mntl_bh_p_rate,circ_rrmse,mntl_bh_p_rrmse,respirtry_rrmse,asthma_rrmse,area_code,hypertens_rrmse,hg_choles_rate,asthma_rate,diabetes_rate,musculo_rrmse,respirtry_rate,arthritis_rate,musculo_rate,hypertens_rate,circ_rate,arthritis_rrmse,diabetes_rrmse,copd_rate,hg_choles_rrmse
3,14.13224694,3,3,3,3,21370,3,34.22522012,13.7322184,3.743398875,3,30.96320477,15.52185601,28.3390027,9.56964457,17.0422739,3,3,2.164691244,3
3,12.17630914,3,3,3,3,21450,3,32.80819054,12.98376546,3.804718991,3,29.73318549,13.95703118,27.70567687,10.43605286,17.33740913,3,3,1.927000674,3
3,11.57756165,3,3,3,3,21610,3,32.90155277,10.06294218,5.258855356,3,27.71355639,13.59667889,26.53398657,10.38614304,17.09551649,3,3,1.742051104,3
3,16.01258053,3,3,3,3,21670,3,32.87425187,13.44008475,4.11711831,3,30.51017994,17.908695,29.68349384,9.731174031,18.13091037,3,3,2.263645684,3
3,14.06203182,3,3,3,3,21750,3,36.81370071,13.59672019,3.66273922,3,34.79803885,14.584106,27.65357835,9.606045416,16.60170429,3,3,2.080380631,3
1,13.1847495,3,3,3,3,21830,3,35.74012751,13.21153418,3.544949988,3,35.17074624,15.38158766,28.33962556,9.95069622,16.89399339,3,3,2.062673048,3
3,12.3211938,3,3,3,3,21890,3,32.32085008,9.716090669,6.673634407,3,28.84852349,14.98567829,26.60049877,10.02955902,17.36741079,3,3,1.86266603,3
3,14.96602148,3,3,3,3,22110,3,34.9825405,13.55086069,3.720960716,3,30.56294382,16.44023945,29.26670077,9.923548634,17.64508671,3,3,2.129599429,3
3,13.85863407,3,3,3,3,22170,3,34.04124892,11.59897909,3.953641935,3,33.39424388,14.17486791,27.35647645,10.07773319,17.37988443,3,3,2.025787738,3
1,12.8120026,3,3,3,3,22250,3,35.64172791,13.77582229,3.738003989,3,32.20049926,16.48460626,28.91675845,9.143286958,17.4074192,3,1,2.16516372,3
1,13.61627698,3,3,3,3,22410,3,32.16075692,13.32632556,3.643421499,3,29.65388078,14.83024648,27.54004554,9.662842044,16.77626253,3,1,2.151061935,3
3,12.22271413,3,3,3,3,22490,3,33.70037024,12.24286084,3.397095155,3,31.90046654,14.75187407,27.82069845,10.21531417,16.52788137,3,3,1.894709214,3
3,14.16573488,3,3,3,3,22620,3,33.1763366,14.74452723,3.927120106,3,34.73653017,16.24947501,28.20424723,9.982043147,16.89161178,3,3,2.207596456,3
3,12.39394024,3,3,3,3,22670,3,31.9601199,8.011537454,8.299105879,3,27.74408991,13.73341959,24.64949818,10.02534445,16.90566642,3,3,1.786804165,3
3,13.64936041,3,3,3,3,22750,3,33.36427483,12.53674303,4.38714079,3,30.27713761,15.06047185,27.66725801,10.03483021,16.84376894,3,3,2.041345623,3
3,13.531277,3,3,3,3,22830,3,33.93239444,13.26468524,4.310156983,3,32.99174311,14.90355965,27.79446838,9.983504587,16.63249296,3,3,2.081189117,3
3,14.29879342,3,3,3,3,22910,3,35.03402876,11.1171932,3.466405726,3,30.13403779,15.32240648,28.51907388,9.859351561,17.45036495,3,3,2.050417668,3
1,13.78052703,3,3,3,3,22980,3,36.28882421,12.67698221,3.639239088,3,29.92708055,15.99444731,30.39986996,9.191582463,17.07698257,3,1,2.045050933,3
3,11.93735063,3,3,3,3,23110,3,32.51981264,10.23016445,5.652146689,3,30.95110015,14.13511641,26.04077783,9.845685069,17.19687342,3,3,1.859138653,3
3,12.72178934,3,3,3,3,23190,3,33.41993916,14.43096462,3.667987304,3,30.9329775,15.07496686,28.16631303,9.822496754,17.57991464,3,3,2.14832951,3
3,12.30374067,3,3,3,3,23270,3,32.08798179,10.08623336,7.257046082,3,27.05145685,15.14082898,27.8495573,10.47902368,16.58776451,3,3,1.891657417,3
3,12.06788087,3,3,3,3,23350,3,34.37906536,10.93109403,3.555438947,3,33.75121912,14.08712786,27.5072687,9.794466763,16.84595204,3,3,1.992980201,3
3,12.39078159,3,3,3,3,23430,3,33.40160918,10.63250563,4.185249972,3,33.12664106,13.32477007,26.45374175,9.993534048,16.43496459,3,3,1.802581919,3
3,12.07040183,3,3,3,3,23670,3,33.38602647,10.66792773,4.015476016,3,29.59996492,12.92865587,25.89349935,10.03422476,16.45087736,3,3,1.75834662,3
3,15.21503466,3,3,3,3,23810,3,33.34415433,13.74018729,4.356902752,3,30.2099626,16.01131655,28.0479863,9.94383533,17.11577314,3,3,2.240120983,3
1,14.42174872,3,3,3,3,23940,3,35.9183148,11.70144311,3.998312313,3,30.27017581,17.13546641,28.605733,9.663765852,17.36530816,3,3,2.106887938,3
3,11.98297473,3,3,3,3,24130,3,34.43309242,13.08332978,3.318817678,3,30.50409941,13.50413191,26.80632153,9.978291352,15.59564178,3,3,1.880287525,3
3,11.3314867,3,3,3,3,24210,3,33.21619752,9.809293103,4.255048221,3,27.73931168,12.55865159,24.24405948,9.676730654,16.0237518,3,3,1.561553008,3
3,12.385643,3,3,3,3,22310,3,32.54246471,9.314069742,4.0469811,3,27.80796742,12.48901295,25.85689479,10.07276935,15.9348071,3,3,1.596003972,3
1,12.54952455,3,3,3,3,24250,3,38.5318601,12.81486899,3.590425288,3,30.49916527,15.01792582,29.07664873,10.41173481,18.00952841,3,1,2.037103948,3
3,12.14132076,3,3,3,3,24330,3,32.14525596,8.879210437,6.854949477,3,25.20275217,12.48847907,25.12216198,9.919242737,18.18324948,3,3,1.799419187,3
3,12.13191622,3,3,3,3,24410,3,34.81158006,11.51443813,3.4694015,3,34.00987784,13.36658728,26.32582752,10.24608503,16.51928296,3,3,1.824364432,3
3,14.96277669,3,3,3,3,24600,3,35.31016911,7.77844941,4.647706617,3,25.52401543,12.17768927,23.96326664,10.42430483,16.40881725,3,3,1.704705296,3
3,11.82779553,3,3,3,3,24650,3,32.19569951,10.78865346,5.98121905,3,27.86034185,14.15255692,27.28769385,10.39135518,17.53454825,3,3,1.855994121,3
3,14.64307309,3,3,3,3,24780,3,32.74455368,13.94336613,4.24512422,3,30.60309314,16.29355002,27.65799366,9.796214596,17.28556952,3,3,2.179389223,3
3,13.08014591,3,3,3,3,24850,3,33.359309,12.99689986,4.140255464,3,30.03799237,14.77376493,27.70124053,10.13361659,17.42982523,3,3,2.038590201,3
3,14.12485269,3,3,3,3,24900,3,33.82645152,13.29098653,4.171710283,3,30.05369926,15.41836788,27.65353146,9.509953945,17.37203628,3,3,2.218092018,3
3,12.54710525,3,3,3,3,24970,3,33.82065537,8.899834124,4.675837115,3,30.70148672,12.72675194,24.41161634,9.785996281,15.62784808,3,3,1.607487788,3
3,11.89569396,3,3,3,3,25060,3,32.86635194,9.582747136,5.588870748,3,28.17595381,13.44908862,26.39822526,9.968038289,16.35722698,3,3,1.81966534,3
3,13.47667958,3,3,3,3,25150,3,32.93465614,13.07145278,3.713792397,3,29.96681543,14.3026856,28.04660336,9.966221167,16.76811272,3,3,2.034542353,3
3,12.10351018,3,3,3,3,25250,3,32.42462677,9.430241732,6.678856318,3,28.90318718,15.00483235,26.39474116,9.942578922,17.21140883,3,3,1.851516638,3
3,13.3720846,3,3,3,3,25340,3,35.6692468,12.1181815,3.498085021,3,30.78994302,14.51234994,27.99661696,9.834324453,16.48391192,3,3,1.97839652,3
1,13.97716051,3,3,3,3,25430,3,36.32920115,13.51937067,3.462334115,3,30.79378551,14.77700675,28.29432104,9.806730194,17.52300381,3,1,2.071338845,3
1,12.17980589,3,3,3,3,25490,3,34.84760564,12.82985628,3.283294088,3,35.10169517,14.66854745,28.22570054,10.2292267,16.51917733,3,1,1.971399,3
1,12.72278517,3,3,3,3,25620,3,33.54611604,12.49714692,3.76523066,3,30.27049888,14.31695254,27.71298284,9.81163193,17.06828427,3,1,2.010025634,3
3,11.14763239,3,3,3,3,25710,3,33.85936509,11.83427533,3.279820554,3,30.70285877,12.64469084,25.8445973,9.90189643,13.98012387,3,3,1.67801988,3
1,15.16444641,3,3,3,3,25810,3,34.52918636,13.95607772,3.806031597,3,30.82773909,16.96662382,30.82677214,9.82988908,17.73844392,3,1,2.147163435,3
3,12.82451672,3,3,3,3,25900,3,32.13927602,9.237689163,4.33496701,3,28.16663896,12.35951301,24.49764872,9.710571187,16.6395449,3,3,1.804890792,3
1,14.91770662,3,3,3,3,25990,3,33.24287918,11.80027418,3.805994331,3,30.47640414,17.38169913,29.04400413,9.776570895,17.53649936,3,1,2.136079,3
2,12.49219689,3,1,3,1,26080,1,33.94587625,14.58284593,3.212177227,1,31.00417172,13.91987827,28.53817446,9.819857048,15.25189594,3,2,1.880614055,3
1,14.02267048,3,3,3,3,26170,3,35.4155478,12.65217337,3.454372006,3,29.65842916,14.67575313,28.24300627,9.920245877,17.61437067,3,1,1.946030919,3
1,13.2096307,3,3,3,3,26260,3,36.86111529,13.59754114,3.527087978,3,31.08868139,15.06777245,28.72683571,9.457161275,17.25996795,3,1,2.020862792,3
3,13.02042934,3,3,3,3,26350,3,33.752333,8.814752774,4.009522567,3,28.38421137,12.31670776,24.84760693,9.651919948,15.67631898,3,3,1.669236957,3
1,13.49088053,3,3,3,3,26430,3,34.24553718,13.00578402,3.558873053,3,30.59253327,14.56098701,28.07418638,9.69151088,17.25699396,3,1,2.06631842,3
3,12.25015052,3,3,3,3,26490,3,34.1256063,12.01458318,3.247730696,3,30.33776368,13.71778568,27.40362725,10.03287042,15.24605712,3,3,1.841678895,3
3,13.16176469,3,3,3,3,26610,3,33.74385546,12.86551458,4.177143156,3,29.49347109,15.11452665,27.79995969,9.72083783,16.7330703,3,3,2.112707297,3
1,12.80745441,3,3,3,3,26670,3,36.94893761,12.71845417,3.400229774,3,34.38937069,14.65149159,28.712213,9.584006106,18.07762264,3,1,2.245307002,3
3,14.29155163,3,3,3,3,26700,3,33.02615218,13.86216603,3.721057208,3,31.6077439,14.52781494,28.37571081,9.636338229,17.3335668,3,3,2.114961956,3
1,14.2688805,3,3,3,3,26730,3,37.127568,15.16509084,3.779278866,3,36.7320867,14.92813466,27.97729444,9.472794518,17.30354702,3,1,2.245807728,3
3,14.29886437,3,3,3,3,26810,3,32.54247547,13.51568845,3.9192501,3,30.85992665,16.35018775,28.818337,10.34059082,17.65644653,3,3,2.182192699,3
2,13.77810557,3,3,3,3,26890,1,36.28881949,12.67625695,3.639035733,3,29.92766123,15.99303888,30.39747636,9.192173104,17.07672743,3,1,2.04492012,3
3,12.75245778,3,3,3,3,26980,3,33.40306691,9.777210543,3.910215191,3,32.10508022,13.28471091,25.75741398,9.933663033,16.24749262,3,3,1.698102529,3
3,11.28652791,3,3,3,3,27070,3,32.16586798,9.775500854,7.365397102,3,26.47035977,14.88481386,26.99765088,10.42056297,16.89716418,3,3,1.685069483,3
1,15.18228992,3,3,3,3,27170,3,32.72966162,15.29539719,4.673538267,3,35.61827902,14.70348218,30.12525702,10.80048127,17.98900881,3,3,2.176726125,3
3,11.49441271,3,3,3,3,27260,3,32.59472796,9.452335459,5.465582026,3,26.77076969,12.84404944,25.34733325,10.79453535,16.49658341,3,3,1.773783044,3
3,12.47713188,3,3,3,3,27350,3,32.19983973,9.524416299,5.612524549,3,28.37979762,12.39510728,25.98712064,9.711922667,17.03923769,3,3,1.906546364,3
3,12.3854679,3,3,3,3,27450,3,33.35847529,11.82975133,3.482923584,3,30.28106905,13.67734871,27.29949526,10.05634828,16.12620883,3,3,1.895205724,3
1,13.77684326,3,3,3,3,27630,3,36.28432812,12.67810463,3.639025854,3,29.93115114,15.99252017,30.39373965,9.19484313,17.07777625,3,1,2.044905341,3
2,12.75077086,1,1,1,1,29399,1,37.31903327,12.38450893,3.452583038,1,32.67433118,14.63950311,28.54822316,9.985613074,17.91423826,1,2,2.179040733,1
null,null,null,null,null,null,30250,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,14.17661989,3,3,3,3,30300,1,30.45959068,10.34558118,5.519603105,3,26.43289237,14.93120055,27.55551191,10.19881253,18.7358633,3,1,2.779516759,3
3,12.88429465,3,3,3,3,30370,3,31.61414742,10.80321896,4.439275015,3,26.61909227,13.63565155,27.54657887,9.980867824,19.72673952,3,3,2.663899683,3
null,null,null,null,null,null,30410,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,30450,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,30760,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,17.25155538,3,3,3,3,33620,3,29.83766948,11.58944804,6.663039408,3,27.29327928,16.68197497,28.91956586,9.9359496,18.36048437,3,3,2.996432899,3
null,null,null,null,null,null,33800,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,33830,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,30900,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.8763342,3,3,3,3,31000,3,30.7864865,8.911874591,5.013139588,3,26.1836505,12.72215587,25.557929,9.994642367,16.56103422,3,3,2.474073165,3
3,15.18775325,3,3,3,3,33960,3,30.01222905,10.43914645,5.697845483,3,28.56817783,15.3660406,28.02312027,10.60928837,18.0719706,3,3,2.913148108,3
3,12.45146086,3,3,3,3,33980,3,32.54337711,8.150897972,4.167134463,3,25.60303877,12.62205017,25.87032925,11.02496363,17.08353581,3,3,2.4477483,3
null,null,null,null,null,null,31750,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,16.52986949,3,3,3,3,31820,3,30.0221416,12.12988736,5.418152701,3,27.24430836,17.02171875,29.15189762,9.959098504,18.18349074,3,3,3.133670693,3
3,13.74438361,3,3,3,3,31900,3,30.15651478,11.34213144,4.781852694,3,25.85688156,13.95001915,26.78700427,10.25156275,19.1118484,3,3,2.831174571,3
null,null,null,null,null,null,31950,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,14.41327827,3,3,3,3,32070,3,30.69847657,9.369368495,5.351479684,3,25.47043109,13.25510184,26.30217441,10.42651465,19.17276798,3,3,2.691786796,3
null,null,null,null,null,null,32250,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,32260,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,12.97950866,3,3,3,3,32270,3,30.57630731,10.31506873,5.649697821,3,25.93286634,13.10381477,25.75510712,11.05846235,17.93068918,3,3,2.949869572,3
null,null,null,null,null,null,32310,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,34420,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,34570,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,15.66731914,3,3,3,3,34580,3,30.28341627,10.66422999,4.938512061,3,29.37275262,15.95537401,28.68096101,10.05278254,17.45501075,3,3,2.809387355,3
3,13.83414684,3,3,3,3,34590,3,30.08628675,9.851924572,6.405423181,3,25.77453177,14.12397626,27.47757682,10.4723118,17.95176595,3,3,2.803137645,3
2,17.59758735,1,1,1,1,32330,2,29.22502046,11.34189049,6.305825516,1,26.26008257,16.77414004,28.3351177,9.868390021,18.31938001,1,2,3.117377128,1
null,null,null,null,null,null,32450,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,32500,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,32600,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,34710,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.36610494,3,3,3,3,34770,3,31.04109398,11.28949828,4.759599105,3,26.68432793,13.63550056,28.1094389,10.34842009,19.11140764,3,3,2.862279497,3
null,null,null,null,null,null,34800,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,14.52804039,3,3,3,3,36510,3,31.26344964,10.93578552,4.66569226,3,29.00027445,14.90292016,28.23736018,10.34527726,17.60765422,3,3,2.672539324,3
3,16.03786889,3,3,3,3,36580,3,29.75776292,11.12748016,6.477849019,3,29.80984606,16.62893309,29.09429743,10.37937632,18.05315584,3,3,3.255729734,3
3,16.77465494,3,3,3,3,36630,3,30.87668495,11.94429042,5.668482065,3,26.13774441,16.73711455,28.02590469,9.842063027,17.68772132,3,3,3.086260244,3
3,15.644899,3,3,3,3,36660,3,30.63673812,11.89428006,5.093069215,3,27.72166358,16.30589199,28.47436885,9.716758981,17.63286403,3,3,2.843272927,3
null,null,null,null,null,null,32750,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,14.40360454,3,3,3,3,35760,3,30.14762604,10.41321044,5.051967749,3,26.75008851,16.287557,26.91809624,9.838793614,17.24790649,3,3,2.98819212,3
null,null,null,null,null,null,35780,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,14.91655367,3,3,3,3,36710,3,31.36364624,10.99773551,4.334976578,3,29.28326012,13.89341621,27.68874842,9.907079686,17.7286829,3,3,2.753241148,3
3,14.36234631,3,3,3,3,36810,3,29.79997571,11.42294603,5.043014739,3,26.82985059,14.27335482,27.90226148,10.39848754,18.45392664,3,3,2.844990466,3
null,null,null,null,null,null,32770,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,33100,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,33200,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,17.23052688,3,3,3,3,33220,3,30.1649947,12.8213868,5.532890379,3,28.12662166,16.89404024,29.54896777,9.971661686,18.11406082,3,3,3.248586824,3
3,13.5040696,3,3,3,3,33360,3,30.43269464,11.54641898,4.928778007,3,26.35872917,13.90048863,27.7953484,10.43162606,19.28882991,3,3,2.74418437,3
3,14.49145608,3,3,3,3,33430,3,30.85632347,9.647051717,4.81335707,3,26.90126874,13.51240006,26.8510416,10.05328297,18.66854616,3,3,2.624755614,3
1,14.17661989,3,3,3,3,33610,3,30.45959068,10.34558118,5.519603105,3,26.43289237,14.93120055,27.55551191,10.19881253,18.7358633,3,1,2.779516759,3
null,null,null,null,null,null,36070,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,36150,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,34830,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,13.14276619,3,3,3,3,34860,3,31.44597344,11.12372429,4.311838586,3,26.78673937,14.00412824,28.58173784,10.9866714,19.30598722,3,1,2.58290689,3
3,14.5771452,3,3,3,3,35010,3,30.38260566,10.63986696,5.05530303,3,26.8639074,14.71525397,27.49417634,10.00135618,17.11159402,3,3,2.820196412,3
null,null,null,null,null,null,35250,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.92408649,3,3,3,3,35300,3,30.02813155,8.188197863,4.72837071,3,24.59981469,12.83968177,26.33173993,10.87544177,17.39135719,3,3,2.660455461,3
null,null,null,null,null,null,35600,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,35670,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,35790,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.77892179,3,3,3,3,36250,3,30.36175274,10.30253902,4.750423839,3,28.98598142,13.40920184,26.9321326,9.993098559,16.70877373,3,3,2.739231912,3
null,null,null,null,null,null,36300,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,15.20104442,3,3,3,3,36360,3,31.12199198,11.97973814,4.903455507,3,29.98000624,15.02641903,28.50394284,10.35490759,18.49314371,3,3,2.93765865,3
null,null,null,null,null,null,35800,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,14.77673292,3,3,3,3,36910,3,31.61136063,12.04256419,4.706568135,3,30.69743296,15.29816351,28.24930741,10.22554605,17.78776061,3,3,2.926294973,3
null,null,null,null,null,null,36950,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,36960,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.73457539,3,3,3,3,37010,3,30.49421586,9.857612199,4.897341159,3,26.33808239,14.43022267,27.6846964,10.57945727,18.57247819,3,3,2.780264016,3
null,null,null,null,null,null,37300,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.46586891,3,3,3,3,37310,3,32.01494293,10.98622658,4.554465204,3,28.06145756,14.36322066,28.34473766,10.33662536,19.1519309,3,3,2.754439254,3
3,14.89035017,3,3,3,3,37340,3,31.30769371,10.15513226,4.921586927,3,26.0509219,14.12056897,28.60518311,10.79006274,20.10191064,3,3,2.758035308,3
3,17.97979634,3,3,3,3,40070,3,36.31460305,7.216437058,5.90722149,3,25.67426766,13.75991256,26.78383808,10.85935842,15.69221632,3,3,1.88792587,3
3,12.28684999,3,3,3,3,40120,3,36.27907821,11.69532306,4.891106203,3,28.92812473,13.65303976,26.7623868,10.38668241,14.90392368,3,3,1.898950874,3
3,14.98611332,3,3,3,3,40220,3,37.38311919,12.36917116,5.340534364,3,28.59989841,15.65467725,28.44632132,9.997358132,17.92053018,3,3,2.18748562,3
1,15.64994134,3,3,3,3,40430,1,38.10938887,11.26375458,5.74395418,3,29.49116678,17.96242305,29.31172746,9.954233918,17.54095667,3,1,2.238048303,3
3,16.79213811,3,3,3,3,40520,3,33.43155598,12.56589235,6.920251274,3,29.68915123,18.24965821,29.75481979,10.41589862,17.55721558,3,3,2.503303629,3
null,null,null,null,null,null,37400,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.59254636,3,3,3,3,40910,3,33.79698171,9.849848578,7.531882603,3,27.68380471,14.17444798,25.86158204,10.13024501,16.93947493,3,3,1.954774782,3
null,null,null,null,null,null,41010,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.52902672,3,3,3,3,41060,3,34.25270788,9.850222894,8.04221944,3,27.86019276,15.69867594,27.13303298,10.1533532,17.32270516,3,3,2.249330193,3
3,15.32861654,3,3,3,3,41140,3,36.51795508,12.08588124,5.214827036,3,29.39529706,14.96963762,28.71563778,10.10763646,16.6150112,3,3,2.154859636,3
2,13.17613948,3,3,3,3,51080,1,36.87571694,11.32843321,4.751359372,3,35.21006122,15.22760601,29.35328029,9.495957344,14.9623909,3,1,2.35861204,3
2,13.11630264,1,1,1,1,37550,2,31.09739148,9.200730888,5.636921234,1,25.99796403,13.60499457,26.39449532,11.15177208,19.13062727,1,2,3.292559135,1
null,null,null,null,null,null,41330,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,17.33988908,3,3,3,3,41560,3,36.6356194,13.93030816,6.322520691,3,30.35671582,19.13942194,30.74817312,10.2198251,17.78070961,3,3,2.58955937,3
null,null,null,null,null,null,41750,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1,16.20593403,3,3,3,3,44830,3,37.62025566,11.62239225,6.583635816,3,28.65592768,18.31000238,29.39184126,10.38336753,18.03890737,3,3,2.233788702,3
3,17.0403458,3,3,3,3,45040,3,33.85546359,13.44718046,7.128756568,3,29.70988211,18.47699135,29.19575257,11.26878636,18.5438075,3,3,2.480816553,3
1,14.69769172,3,3,3,3,52870,3,35.37782437,12.44580343,4.982357261,3,36.7801232,15.84725855,32.33044375,9.224050075,17.67456331,3,1,2.344344953,3
2,13.7956175,1,1,1,1,51120,2,37.76443783,11.46971117,5.118579421,1,36.43124565,16.22196293,32.23384259,9.685236518,18.30727791,1,2,2.771318377,3
null,null,null,null,null,null,37570,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,37600,null,null,null,null,null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,40250,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.55138346,3,3,3,3,40310,3,35.67729648,12.92074058,5.35152535,3,34.5922417,15.36454944,29.92853846,10.14263376,16.67459609,3,3,2.234538092,3
3,13.28988282,3,3,3,3,40700,3,35.86917877,9.005362229,5.203736071,3,29.18072891,13.69724497,26.65094889,10.1108287,15.50385531,3,3,1.894038047,3
1,12.82059066,3,3,3,3,41190,3,37.39604375,8.684462375,5.193407534,3,34.28042133,15.60173513,28.87856859,10.35570631,17.27806497,3,1,2.235227118,3
2,17.09804495,3,1,1,1,41830,1,33.68905791,13.9276262,6.443645787,1,31.07924489,18.00528409,29.38230266,10.78330733,17.41621145,3,2,2.702690508,3
1,12.82059066,3,3,3,3,41960,3,37.39604375,8.684462375,5.193407534,3,34.28042133,15.60173513,28.87856859,10.35570631,17.27806497,3,1,2.235227118,3
1,13.76835709,3,3,3,3,42750,3,34.06529096,11.86178969,6.717896184,3,30.22243264,15.59287687,30.26345483,10.98080919,18.28977359,3,3,2.146063842,3
2,14.38480443,3,1,3,1,43080,1,36.72279111,11.56570024,5.742383998,1,30.53315785,16.00508049,28.88624404,10.70286036,19.11509848,3,1,2.250368487,3
3,16.97882196,3,3,3,3,46450,3,34.26305997,13.95765022,7.15623845,3,31.70954192,18.96651007,31.2769098,10.4545729,18.10039955,3,3,2.721553905,3
1,14.14446066,3,3,3,3,54060,1,35.17164158,10.68442929,5.172105642,3,30.51869559,16.21467119,30.23745104,9.568894988,18.41009152,3,1,2.561521499,3
3,15.75829966,3,3,3,3,42030,3,34.34134522,13.27149783,5.961441375,3,34.88273755,15.15620413,28.47471334,10.33320613,17.34508628,3,3,2.421394919,3
1,15.87381415,3,3,3,3,42110,3,37.61402967,11.17281878,5.585434181,3,30.06876473,18.15717999,29.74568434,10.28287171,17.52491747,3,3,2.328420354,3
1,13.95200235,3,3,3,3,42250,3,35.84356713,11.98161348,5.678877185,3,32.97206871,14.91506494,27.00952185,10.94966307,16.8458354,3,3,2.180964876,3
3,13.59934416,3,3,3,3,43920,3,34.92173469,11.84760499,5.530304168,3,33.72724677,16.23482873,28.68444449,10.97968792,17.31739852,3,3,2.145090427,3
2,13.5874318,3,3,3,3,50630,1,37.06393012,10.44326755,4.552787497,3,31.18210964,15.49462821,29.20757101,10.08354019,16.8179751,3,1,2.244267199,3
2,14.69769172,3,3,3,1,50770,1,35.37782437,12.44580343,4.982357261,3,36.7801232,15.84725855,32.33044375,9.224050075,17.67456331,3,1,2.344344953,3
1,14.69769172,3,3,3,3,50840,3,35.37782437,12.44580343,4.982357261,3,36.7801232,15.84725855,32.33044375,9.224050075,17.67456331,3,1,2.344344953,3
1,15.59673614,3,3,3,3,50910,1,37.07453393,11.06251575,5.243878005,3,30.60026649,15.99128747,30.77434967,9.440486661,16.02333376,3,1,2.383895498,3
3,14.09293889,3,3,3,3,42600,3,34.99036693,9.5700864,5.483625085,3,27.58506825,13.9255545,25.57069248,9.75201765,15.64953279,3,3,2.113438708,3
1,12.82059066,3,3,3,3,43220,1,37.39604375,8.684462375,5.193407534,3,34.28042133,15.60173513,28.87856859,10.35570631,17.27806497,3,1,2.235227118,3
2,13.67390348,3,3,3,3,43360,1,37.61383559,11.03744365,4.988732082,3,32.45169759,15.04197395,28.35640994,12.20615534,19.02594812,3,1,2.08159558,3
3,14.88599988,3,3,3,3,43650,3,37.51092931,12.43843873,5.351915875,3,35.26207338,14.89630346,28.367938,11.12906348,17.51088695,3,3,2.150226039,3
null,null,null,null,null,null,43710,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,13.69311098,3,3,3,3,43790,3,34.84037218,11.68362702,6.079238681,3,29.64613239,16.7140088,28.92042906,10.45007426,17.31777672,3,3,2.289073315,3
null,null,null,null,null,null,44000,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3,15.19719654,3,3,3,3,44060,3,33.6085424,10.7602477,5.897452603,3,29.69947535,15.89511285,27.11796636,10.43112755,17.11523355,3,3,2.275908012,3
1,15.66705003,3,3,3,3,44210,3,35.13103672,11.72343719,6.943092753,3,30.57776579,17.73718116,30.07279695,10.64793218,17.94638006,3,3,2.40555798,3
3,13.42918027,3,3,3,3,44340,3,36.33019239,9.90273446,5.050516356,3,34.10926623,14.09082358,27.27402486,10.36612093,16.05332191,3,3,1.824855906,3
