digestive_rate,total_rate,mental_sig,gen_sig,mental_rate,injury_sig,gen_rate,myr_rate,total_fem_rate,total_male_rate,cancer_sig,ren_rate,ren_sig,rsp_sig,ton_rate,injury_rate,total_male_sig,can_rate,area_code,infc_rate,myr_sig,infc_sig,digestive_sig,rsp_rate,total_sig,total_fem_sig,ton_sig,crc_sig,msc_sig,msc_rate,crc_rate
3947.955374,34092.89718,3,3,1431.458973,2,1817.855806,466.5891202,2,3,3,null,3,2,378.1397319,3161.589001,31660.66443,2593.158037,16200,null,2,3,3,2231.480397,2,36413.24716,2,2,3,2013.299766,2795.589062
null,null,null,null,null,null,null,821.6531682,null,null,null,null,null,null,190.6698608,null,null,null,61410,null,1,null,null,null,null,null,3,null,null,null,null
3244.529076,30392.85292,2,2,2072.733588,2,1482.473153,544.4355391,2,2,2,3860.077561,2,2,150.852327,2058.467347,27673.77641,1836.701835,16250,518.6991644,2,2,2,1569.434928,2,33325.17741,2,2,2,1323.450561,1773.266018
3545.198611,34129.27577,2,3,2139.798823,2,1904.826244,799.3518166,2,2,2,null,3,2,196.8426351,2884.700843,31563.50546,2178.740064,16350,655.4967021,2,3,2,1943.227851,2,36610.57341,2,2,1,2119.385886,2080.943134
3646.166864,38348.48434,2,2,2103.473383,2,1485.753786,1698.798193,2,2,2,3688.121786,2,2,283.0536647,2411.287747,34293.62542,2800.251319,16370,535.3930686,2,2,2,1546.718254,2,42317.09043,2,2,2,1837.830088,2029.178338
4020.979583,29289.29355,2,2,1363.292394,2,2060.780837,456.2535424,2,2,2,5018.939347,2,2,251.8681972,2251.760717,26737.08312,2237.495651,16380,446.1287841,2,2,3,1608.181307,2,31698.39853,3,2,2,1985.398125,2715.028347
3427.354244,32696.01849,1,2,1634.16054,2,2762.663237,1046.399164,2,2,2,3231.732296,2,2,157.1680772,2407.357404,30460.84118,2302.497432,16400,444.5192056,3,2,2,1315.440401,2,34734.78325,2,2,2,2627.647522,2130.753259
2846.144062,28518.71048,2,2,1173.224017,3,1662.299399,1113.36017,2,2,2,null,3,2,315.2413719,2661.633408,26582.42431,1912.694138,16470,null,3,3,2,1986.386936,2,30558.83966,2,3,2,1620.199304,2372.794436
4023.758995,35787.31963,2,2,2217.865001,2,2154.816974,1192.24372,3,3,3,null,3,2,197.5946818,2368.926524,32740.9449,2722.72985,16550,485.5906165,3,2,3,1606.203847,3,38864.82558,1,2,2,1861.736777,2457.377974
4376.099698,41513.945,3,2,1409.262409,2,2202.478777,662.2326202,2,2,3,7170.756502,2,2,294.8661096,3355.677497,36932.15548,2743.08829,16610,null,1,3,1,2512.74723,2,45970.5116,1,2,3,2292.393423,3031.199193
3460.404134,31557.46426,2,2,1177.160271,2,2091.569718,915.5497799,2,2,2,null,3,2,211.6533006,2185.087897,27667.31126,2156.447712,16650,626.9916097,3,3,2,1922.347914,2,35515.03819,3,2,2,1672.638925,2033.121187
3248.633418,30069.3796,2,2,2305.653507,2,1446.620503,1079.760863,2,2,2,6059.656851,2,2,167.4836872,1897.902827,27603.22717,1944.390342,16700,453.6478277,3,2,2,1518.365541,2,32495.11638,2,2,2,1462.830234,1608.336452
4448.408753,37078.4002,2,2,1261.233267,2,2543.863048,1205.613103,2,2,2,null,3,2,321.5286226,3308.968303,34517.04773,2029.371134,16900,868.422677,3,2,2,2287.086976,2,39546.80076,2,2,2,2541.768346,2750.275645
3815.058762,34153.38054,2,2,1280.491647,2,1773.348944,755.369956,2,2,2,3956.865323,2,2,263.0863638,3336.067327,31419.87323,2044.60593,16950,792.1820553,2,2,2,1985.940054,2,36720.75394,1,2,3,2196.400096,2647.515606
4521.647136,36707.92816,2,3,877.0899557,1,1961.746156,933.799562,2,3,3,null,3,3,199.1738906,2918.026317,32088.60221,2801.433304,17000,659.3981286,3,3,2,1690.64815,2,41804.71192,3,3,2,2965.555656,2496.555477
2934.418943,21864.1421,3,2,null,3,1001.861078,null,2,2,2,null,3,2,138.9187053,2605.598973,19573.14545,1878.692647,17050,null,3,3,2,1176.165566,2,24336.63073,3,2,2,1465.230081,1784.866876
4170.621896,34144.13714,2,2,1441.189452,2,2174.745219,1054.433763,2,2,2,2858.840387,2,2,276.9022378,2307.776489,31156.53186,2898.991258,17150,459.5686933,3,2,3,1478.138044,2,37095.6001,2,2,1,2127.603087,2603.660781
3163.514654,27298.83961,2,2,1933.735243,2,1505.765631,848.3350047,2,2,2,null,3,2,133.7789545,1968.823573,26929.77792,2412.884284,17200,518.0778688,1,2,2,1437.287732,2,28299.03968,2,2,2,1490.032801,1993.823201
4152.840004,32035.69372,2,3,1076.397767,3,1816.928807,1248.651872,2,2,2,5777.205532,2,3,210.901092,2766.199405,30093.45133,2321.910796,17310,640.0377072,3,3,3,1884.884222,2,33828.32287,3,1,2,2501.244171,2198.788451
5262.148377,42922.8826,3,2,1484.988487,2,2371.883088,1547.410825,2,2,3,null,3,2,363.9808031,4104.241878,39277.48138,2725.960144,17350,null,3,3,2,2978.446901,2,46603.82219,1,2,2,2800.980015,3712.910431
null,null,null,null,null,null,null,842.167815,null,null,null,null,null,null,144.9464548,null,null,null,72200,null,3,null,null,null,null,null,1,null,null,null,null
3032.551697,26228.76965,2,2,1948.840503,2,1397.661085,458.1379866,2,2,2,4100.654543,2,2,101.9415876,1586.499628,23074.27875,1702.141615,17100,456.8333696,2,2,2,1320.584573,2,29549.61219,2,2,2,1169.705028,1634.473186
null,null,null,null,null,null,null,1063.743656,null,null,null,null,null,null,289.8548874,null,null,null,61510,null,3,null,null,null,null,null,3,null,null,null,null
4086.745309,34668.92925,1,3,1826.088285,2,1872.566769,null,3,2,1,null,3,2,285.6559025,3266.467287,30332.22877,2281.053726,17400,null,3,3,3,2644.600266,3,38942.80909,3,3,2,1732.301303,2411.991709
3833.938821,33461.02458,2,2,2119.639268,2,1540.26596,1078.025901,2,2,2,3030.206835,2,2,210.9289115,2005.373843,29862.28885,2263.421157,17420,461.5122169,3,2,2,1323.041176,2,36800.79704,3,2,2,1745.973903,1785.36715
8050.050665,42969.14489,3,1,null,2,2379.159426,null,2,2,3,null,3,2,null,4739.51998,39784.82274,2523.050106,17450,null,3,3,2,2871.582974,2,46853.7724,3,2,2,2801.059654,3601.443361
4924.324966,42628.42765,1,2,1241.755404,2,2365.645589,1519.311965,2,2,3,null,3,2,222.7636428,4329.582061,40298.81846,2525.260053,17500,null,3,3,2,2920.944085,2,44661.9902,3,2,2,2721.905037,4305.535015
4851.569786,39626.81562,2,1,1646.746741,2,2013.130048,1510.758072,2,2,2,7019.457803,2,2,265.9711735,3402.044404,36712.96181,2784.108039,17550,821.2117235,2,2,2,2240.398075,2,42248.57068,1,2,2,2388.880086,2676.775582
4511.149194,34919.98375,2,2,1134.101183,2,1587.607579,689.9175088,3,1,2,null,3,2,140.4860904,3102.938581,31110.16219,3282.050033,17620,null,3,3,1,2093.548653,3,38760.51309,1,3,2,2555.163369,2350.996149
3789.608746,33319.04741,2,3,1140.45336,2,1826.822912,1146.754714,2,3,1,null,3,2,354.78036,3505.650922,31817.377,2236.512797,17640,null,3,3,3,3516.283426,2,34111.82776,1,3,3,1971.330969,2449.545383
3522.861928,26663.63488,3,2,null,2,1449.876302,null,2,2,2,null,3,3,159.4936508,1864.28994,25117.69918,2010.077159,17650,null,3,3,1,1554.281506,2,27755.44718,3,3,2,1724.190514,2374.502195
5558.322798,39803.77101,3,3,null,3,1833.905728,null,3,2,3,null,3,3,null,null,38988.08988,2384.915072,17700,null,3,3,2,null,2,40011.65772,3,2,1,2984.488693,3321.549704
5641.707608,44461.83512,2,2,1231.088908,2,2918.830091,1495.633702,2,2,1,5314.368575,3,2,453.9929747,3407.963233,43287.25254,2775.114321,17750,752.9498455,2,2,2,2876.532771,2,45691.20685,2,2,2,2638.188108,4284.593072
4037.964034,35996.44851,3,3,null,1,1784.321383,null,3,3,2,null,3,3,null,3304.714685,31856.27307,1899.384657,17800,null,3,3,3,null,3,39786.62713,3,3,3,2550.41623,2677.918405
3984.562816,32756.19476,3,3,null,3,1723.57316,null,2,3,1,null,3,3,null,2622.382547,30908.60154,2015.768843,17850,null,3,3,3,null,2,34545.93822,3,3,3,2375.523361,1872.437095
3797.714141,43055.52976,2,3,2341.390545,2,2005.235989,null,2,2,2,null,3,2,282.467839,5336.173137,39226.24979,1695.157144,17900,null,3,3,3,4538.09329,2,45705.30676,3,2,3,2009.011764,3742.260303
4425.829277,33560.93343,3,1,null,3,1394.552462,null,3,1,3,null,3,3,null,3081.100078,29092.86834,2784.174327,17950,null,3,3,3,null,3,38368.34908,3,3,2,1333.475603,2557.430329
3640.787748,39421.67223,2,2,1663.493344,2,1610.233857,1919.296217,2,2,3,3491.207669,2,2,286.8560669,2403.125478,35235.62361,2651.09868,18000,515.0146178,2,2,2,1686.640632,2,43644.29519,2,2,2,2008.607598,2092.519393
4169.671757,35736.13543,2,3,1074.72039,2,1778.445129,949.7293284,3,3,2,null,3,2,327.2757956,3357.588041,32769.37756,1685.002048,18020,null,3,3,3,3227.415245,3,38277.4943,1,3,3,2253.517303,2486.107798
4518.123953,37611.24793,2,2,1986.789201,2,2680.348824,1553.803973,2,2,2,null,3,2,224.2745397,2334.8545,34410.09015,3115.131617,18050,546.0366571,2,2,2,1467.780183,2,40854.58797,3,2,2,2008.505783,1946.280301
3452.067261,28359.52478,3,1,1142.547211,3,1499.232634,null,2,2,1,null,3,2,614.4231172,null,24912.38497,2107.563752,18100,null,3,3,1,2486.694448,2,31882.77064,2,3,3,1943.866811,2282.781866
3517.143212,31378.51618,3,3,1330.928428,1,1778.129358,null,2,2,2,null,3,2,362.886945,3114.863417,29711.17421,2024.297414,18150,null,3,3,2,2239.060876,2,33188.18179,2,2,2,1753.216528,3180.374881
3674.093616,35162.31038,3,1,null,3,1557.791156,1943.412089,2,2,2,null,3,3,162.8808881,2888.724573,28831.63496,2041.943595,18200,null,1,3,3,1632.11408,3,41973.82965,3,3,3,2272.806475,2037.013192
3021.823567,30908.91944,2,2,1984.820506,2,1356.399134,1478.928636,2,2,2,3478.692251,2,2,260.705117,1873.700179,27698.95312,2237.334443,18250,389.5405251,2,2,2,1374.232352,2,33862.43956,3,2,2,1503.493418,1763.952445
4741.265572,33708.9868,2,3,1343.368168,2,1803.454292,1488.179525,2,1,3,null,3,2,313.491101,2455.812822,31859.78706,2602.492202,18350,805.3688542,2,2,2,2173.332071,2,35305.88956,2,2,3,2129.67976,2002.119565
4171.825306,32447.43759,3,3,1476.21536,3,2025.318605,957.6884793,2,2,2,null,3,3,238.443118,2635.781519,29899.77107,2317.60175,18400,598.4429623,3,3,3,1667.983375,2,34840.64431,3,2,3,2132.125966,2014.535195
3784.241335,33660.04678,2,2,1344.35708,2,2054.55593,1012.021469,2,2,2,4515.704408,2,1,278.5808515,3043.583871,30681.2658,2186.058025,18450,619.6992856,3,3,2,1865.996108,2,36702.46037,2,3,3,2207.334726,2360.347194
5104.486447,43088.24182,2,2,2681.160126,2,2594.19754,1614.428162,2,2,2,2239.252242,2,2,196.9333078,2246.29281,37726.48792,3467.972396,18500,478.3788698,2,2,2,1394.40538,2,47885.89894,3,3,2,1982.910968,2287.499036
3713.341061,31705.12308,3,2,1504.81073,3,1811.637788,1135.206982,2,2,2,5200.671811,2,2,290.6163042,2740.274376,28863.43713,1988.849002,18550,488.2126442,3,2,2,2083.714211,2,34430.71866,2,2,2,2093.169603,2182.05417
2439.211935,25879.25804,2,2,1026.362321,3,1285.677097,903.5700577,2,2,2,null,3,2,259.5013841,2662.564848,23475.0229,1767.806596,18710,null,3,3,2,1472.25765,2,28098.16926,3,3,2,1641.285355,2223.688873
4541.246446,36074.13765,3,1,1376.537562,2,2154.962977,1086.392104,2,2,2,null,3,2,379.2864334,3844.786023,35749.35889,3002.684927,18750,null,3,3,2,2107.339347,3,36308.40275,2,2,3,2148.543772,3363.236738
2204.243618,24183.93158,3,3,null,3,1868.699151,null,2,2,3,null,3,3,null,null,21758.54999,2365.861938,19399,null,3,3,2,1065.131878,2,27258.46261,3,3,1,1214.654212,3006.961331
null,null,null,null,null,null,null,735.6081646,null,null,null,null,null,null,115.615608,null,null,null,61610,null,3,null,null,null,null,null,2,null,null,null,null
3915.773766,33216.15377,3,3,null,3,1886.710526,null,2,2,3,null,3,3,99.52568529,2952.868998,30062.85109,2670.729955,20110,null,3,3,3,1865.745223,2,36327.93261,2,3,2,2776.111511,2292.481058
4642.880561,36992.83905,2,3,1077.197049,3,2016.030734,1218.212328,2,3,3,null,3,2,479.3717022,2643.2083,32330.81025,2417.63117,20260,null,3,3,2,2215.379734,2,42129.43012,2,3,2,2776.453261,2153.660668
4746.434865,40731.63725,2,2,894.7481146,2,2093.60568,1325.38325,2,2,3,4784.301615,2,2,387.2387834,2917.096947,36034.0605,2718.554911,20570,760.2921528,1,2,2,2087.165281,2,45364.98879,2,2,2,2575.658841,2586.638842
4485.801301,36085.05583,2,2,1040.570233,2,2040.617251,980.2325938,2,1,1,6370.351756,2,2,180.6845897,2524.356539,32171.86879,2748.461368,20660,517.752555,3,2,2,1598.280923,2,40000.22613,2,2,2,2351.187099,2099.62953
4047.016229,34261.52019,2,3,1119.889636,3,1989.974315,915.7149437,2,2,2,null,3,3,235.5878711,2575.312313,31234.22329,3139.467487,20740,521.5052091,3,1,3,1686.761096,2,37224.289,3,2,3,2167.274737,2575.173321
3176.362317,32854.92655,2,3,962.0589244,3,1908.158186,1222.142015,2,2,2,2969.237422,2,2,201.0268238,2638.226192,29266.92676,2434.041067,20830,634.3355968,3,3,2,1610.663542,2,36327.67729,3,3,2,2579.604321,2251.612539
5082.028088,42285.08624,1,2,1627.584447,2,2070.565005,1421.058551,2,2,2,3936.677184,2,1,191.3325965,2987.912176,38458.93783,3927.074098,20910,816.8006567,2,2,2,1696.771906,2,46089.46576,1,3,2,2784.181576,2361.986455
4773.729563,40232.90869,3,3,null,3,2091.139943,867.8491495,2,2,2,null,3,3,141.0022714,2785.522626,37305.91084,4293.936312,21010,null,3,3,2,1936.213533,2,42925.47995,1,3,2,3172.360355,2182.435827
4642.806964,35278.64444,2,2,1612.211387,2,1664.618905,1191.514526,3,2,2,4312.642799,2,2,156.6030808,2296.311683,32158.72554,2838.033748,21110,514.2472713,3,2,2,1296.364382,1,38426.1056,2,2,2,2304.907871,1855.695574
null,null,null,null,null,null,null,null,null,null,null,null,null,null,241.4928372,null,null,null,61810,null,3,null,null,null,null,null,3,null,null,null,null
4395.232304,35587.89711,2,2,1152.249709,2,2071.523641,519.8536593,1,2,2,8009.766484,2,2,137.0529117,2316.195601,33189.76711,2272.736777,21180,757.3558905,2,2,2,1676.067145,3,38089.19443,2,2,2,1710.544692,2547.113527
4043.271606,38605.73403,3,3,null,2,1675.948823,null,1,2,3,null,3,2,251.7621878,3298.761458,36132.29371,2920.154938,21270,940.940172,3,2,3,3015.833296,2,40791.3955,3,1,2,3116.312202,2692.488162
4761.114272,39992.32173,2,2,1038.008603,2,2208.014005,1587.976803,2,2,2,4543.30327,2,2,373.6011602,3148.578036,36918.21343,3403.696876,21370,null,2,3,2,2328.474003,2,42838.33143,2,2,2,2840.338833,3064.232136
4996.289834,40238.8011,2,2,1323.098544,2,2294.143835,1152.073265,2,2,3,null,3,1,199.1084716,3105.996431,35967.00337,2722.618287,21450,805.199051,3,2,2,1911.5572,2,44140.01146,3,3,2,2598.094941,2375.69619
4811.358089,39732.51854,3,2,1486.752348,2,2336.171082,883.1472137,2,2,2,6390.005509,2,2,186.8227565,2826.795466,35582.57042,2429.098322,21610,763.1019041,2,2,2,1942.257786,2,43692.87545,2,2,2,2377.890994,2934.516418
4303.854238,36748.25322,3,3,null,3,1743.0121,1084.549308,2,3,3,null,3,2,357.8454018,2845.550023,32672.38158,2592.597017,21670,null,3,3,3,2094.948694,1,40658.15237,2,1,2,2930.964313,2561.310554
4623.597278,33126.87785,2,1,924.8369951,2,1711.818549,789.506566,2,2,3,null,3,1,295.6037333,2346.326975,29999.60408,2790.847098,21750,null,3,3,2,1600.482122,2,36399.76448,1,3,3,2323.134324,2178.85036
5378.749133,42211.93801,3,3,null,2,1736.554473,1865.462777,2,2,3,null,3,2,506.5382945,3889.198442,37208.54224,2813.241686,21830,null,2,3,2,2481.498208,2,47361.4546,2,2,1,2465.869554,2941.682097
4298.211941,34466.30625,1,3,1452.347109,2,1871.50026,759.8963143,2,2,3,10793.12458,2,2,136.6860871,2349.242105,32041.43231,2609.275922,21890,567.8428635,2,2,2,1593.880396,2,36870.42998,2,3,2,1830.545609,2321.917302
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62010,null,3,null,null,null,null,null,3,null,null,null,null
4523.443366,36729.45543,2,2,1056.669777,2,1708.172311,1132.147778,2,3,2,10139.10967,2,3,279.0132988,2988.669738,33153.31363,2980.057688,22110,822.922126,3,2,2,1769.658894,2,39978.65616,1,3,3,2288.755883,2312.230999
5300.674014,44359.9911,2,2,1623.602177,2,2297.678598,1057.915099,2,2,2,6232.653556,2,2,228.7269787,3771.02359,41522.5626,2855.219405,22170,790.8667801,3,2,2,1991.140457,2,47200.57558,3,2,2,2681.64685,3092.057942
4957.117105,40634.89969,3,3,null,3,1769.125963,1494.696429,2,2,3,null,3,2,354.5133155,2678.513553,38233.31691,2708.484647,22250,null,3,3,2,2516.421373,2,42622.73913,1,1,2,2754.474988,2580.410543
4618.092754,37848.94079,1,3,1610.374085,1,1943.426567,1546.543242,2,2,2,6277.363083,2,2,166.3643421,2595.922046,34032.45321,3288.023637,22310,631.7661416,2,3,2,1461.574415,2,41718.24521,2,2,3,2185.419445,2104.096172
5233.776196,37488.70248,2,1,921.2122906,1,2129.054503,451.5484918,2,3,1,null,3,2,479.2495363,2968.642605,33403.07872,2370.898208,22410,null,2,3,2,2190.03724,2,41514.56974,2,2,2,3037.133192,2716.052495
4639.04887,36794.64496,2,2,719.8945459,2,2269.748864,1301.030443,2,3,3,null,3,3,361.9705041,3134.960423,32731.43501,2725.745151,22490,674.3973909,3,3,2,1916.220562,2,40702.3978,2,3,2,2657.091196,2260.977179
4310.153544,38864.97348,2,2,1223.40828,2,2207.881456,1552.033031,2,2,3,5722.784702,2,2,241.1485175,3079.045645,35693.9215,2712.438354,22620,783.4698562,2,2,2,2196.412935,2,41873.72942,3,2,2,2440.867224,2858.414994
4350.691538,34534.79909,2,2,1772.289818,1,2008.042934,504.6402869,2,2,2,9268.852953,2,1,115.9992429,2579.676881,31655.23568,2208.141146,22670,780.9790599,2,2,2,1707.052187,2,37762.76733,2,2,2,1534.331609,2434.970368
4575.080818,35097.62843,2,3,1048.596809,2,1861.943303,1300.647631,1,2,2,4523.312695,2,3,290.6321988,2895.712101,32156.59346,2542.243274,22750,715.7960942,2,2,2,1769.754031,2,38042.04571,2,3,3,2137.749468,2302.135753
4566.666416,38350.80521,2,2,1003.972645,2,2231.776035,1227.851172,2,2,2,4575.516054,2,2,328.7987818,2958.589784,34018.47656,2477.873251,22830,667.8506602,3,3,2,2031.547488,2,42630.93392,2,2,2,2741.177298,2844.583541
4248.141908,34385.72398,2,3,902.4447912,3,1736.906418,690.527968,1,3,2,null,3,3,289.7768706,2518.752731,31954.04177,2281.895249,22910,null,3,3,3,1811.673538,2,36753.84359,3,3,3,2259.016164,2418.587283
4094.435961,43473.9154,3,3,null,2,2084.226587,null,2,2,3,null,3,3,537.5249822,3436.834052,37217.12024,2489.324089,22980,null,3,3,3,null,2,49969.3908,2,2,2,2661.778906,3361.387018
4609.962605,37996.83282,2,2,1104.525617,1,2060.758627,1021.574676,2,2,2,5425.846722,3,3,209.955252,2792.960763,35535.04726,2476.330381,23110,807.08697,3,2,2,1750.732647,2,40663.38572,3,2,2,2043.91834,2591.737504
4235.217186,40049.12286,2,3,714.6318716,3,1975.592406,987.5571424,2,2,3,null,3,3,535.4429195,2852.770899,34710.21825,2662.49115,23190,null,3,3,3,1915.799359,2,45385.91846,2,2,2,3023.66967,2637.861076
4758.198211,39000.97698,2,2,1187.522221,3,2233.717744,838.1428569,2,2,2,8964.035038,2,2,223.2715148,2716.553078,35999.51846,2778.148299,23270,672.523763,2,1,2,2007.267152,2,41873.01033,3,2,3,2207.800637,2655.985297
4304.250728,35725.1602,2,3,1187.060342,2,2064.057672,855.8278895,3,1,2,null,3,3,353.0243831,3502.422474,33918.62776,3275.444011,23350,null,3,3,3,1857.065877,3,37259.84843,2,1,1,2463.317366,2564.726212
4757.898318,38640.27649,2,2,1872.48727,2,2010.788536,1216.675133,2,2,2,5195.782112,2,2,196.7939135,2848.573526,35629.41271,3129.523698,23430,665.1546587,3,3,2,1687.623158,2,41711.561,1,3,3,2248.084607,2362.574115
5382.611346,41268.25186,2,2,2168.884745,2,2227.77175,1316.052755,2,2,2,5696.275695,2,3,186.5794177,3025.380712,36967.65927,2813.152031,23670,838.7578552,2,2,2,1789.980842,2,45528.91891,2,2,2,2394.306872,2449.158192
null,null,null,null,null,null,null,null,null,null,null,null,null,null,216.9513273,null,null,null,62210,null,3,null,null,null,null,null,3,null,null,null,null
4534.555709,40203.45439,2,2,990.6548267,3,2353.61324,1145.405122,2,2,2,null,3,2,321.416779,2723.100178,36416.3103,2144.973816,23810,735.6726164,3,2,2,2324.128525,2,43822.74789,2,2,2,2952.727783,2694.580424
4646.16776,37730.26504,3,3,null,2,1872.670567,null,2,3,1,null,3,2,161.1663319,3437.514967,31848.73535,2259.963937,23940,null,3,3,2,2509.737851,2,43891.85776,3,2,3,2285.584645,3091.82159
4638.61789,34749.59222,2,3,564.145669,2,1863.886041,1382.623146,1,2,3,2770.145605,2,2,256.9593642,2451.652593,31619.02501,2725.115445,24130,449.9836315,1,2,2,1543.574803,2,37610.51156,3,2,2,2439.522383,2094.275349
4834.232475,36014.65208,2,3,1212.170493,2,1932.469164,785.7228498,3,2,2,6188.4437,2,2,181.3554168,2313.452287,33423.10169,2805.331025,24210,559.5684931,2,2,2,1343.688338,1,38452.65827,2,2,2,2044.842359,2186.600867
4042.948824,35519.60836,2,3,1082.962385,3,1631.739235,null,3,3,3,null,3,3,176.7520272,2655.709362,32046.58395,2659.484328,24250,null,3,3,3,1977.574723,3,38713.89144,3,3,2,2922.373913,2484.173195
3558.797674,33824.05937,2,2,1195.87823,3,1706.08553,623.3659352,2,1,2,8369.357485,2,2,111.3379992,2666.767579,31908.87565,2188.738397,24330,770.3288547,2,2,2,1600.03872,2,36210.02196,2,2,2,1526.863407,2095.337816
4843.958024,39247.10239,2,2,2133.384381,2,2156.804245,1383.937859,2,2,1,4981.78889,2,2,177.5163387,2902.935589,35295.83325,2758.546207,24410,671.2902004,2,3,2,1678.879098,2,43210.14265,2,2,2,2385.026664,2127.838602
3238.498288,27745.43436,2,2,1126.673669,2,1466.291099,375.4082529,2,2,3,5292.629844,1,2,70.84345847,2045.996243,28355.05275,2549.648352,24600,612.5318804,2,3,2,1162.321016,2,27677.2365,2,2,2,1630.25083,1991.338096
4632.650752,37749.94235,2,2,961.3735734,1,2092.392932,1020.949788,2,2,2,8408.92466,2,3,246.7878708,2561.443536,33532.33189,2337.931064,24650,617.6822308,3,3,2,1833.610435,2,41730.18449,3,2,2,2396.762914,2509.221209
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62410,null,3,null,null,null,null,null,3,null,null,null,null
4373.429295,37427.3085,2,3,1238.300833,2,1886.110877,1396.348308,3,2,2,5636.148336,3,3,241.4763512,2392.320424,35574.10271,2384.045667,24780,439.3725055,1,2,2,1838.73374,2,39019.18286,3,3,2,2548.130355,2314.026558
4953.984595,39662.33795,2,2,855.6326162,2,2408.885415,850.930314,2,2,2,null,3,1,305.897751,3027.827001,35390.6137,2949.377243,24850,616.4483077,3,3,2,1979.595544,2,43869.13312,2,2,2,3092.86342,2912.171322
4151.906239,37663.50485,2,2,929.0343093,1,2118.283717,1091.000881,2,2,2,null,3,2,303.99526,2871.449197,34065.73308,3074.606374,24900,741.0334784,3,1,3,2174.646106,2,41061.12008,2,3,2,3105.740904,2388.104508
4429.181791,35470.02738,2,3,2039.922329,2,1961.523619,849.7669679,3,3,1,5358.822166,1,2,139.3115598,2297.275437,32537.6967,2729.218554,24970,578.0431031,2,2,2,1419.207872,3,38582.92497,2,2,2,1835.015469,2169.543829
4536.075525,35435.70256,2,3,1044.824712,2,1881.261538,659.1148808,2,2,3,5930.064444,2,2,182.1364427,2344.949118,33506.39132,2671.90396,25060,607.22631,2,3,2,1559.409826,3,37363.8202,2,3,2,2059.012278,2267.563687
4487.583814,37145.02199,2,1,719.0165668,3,1741.206906,1531.54725,2,3,3,null,3,1,415.3275356,2787.298363,33445.92596,2507.174665,25150,616.4546297,2,3,2,1966.110439,2,40701.56303,2,2,2,2796.353495,2569.090562
4328.974501,35227.03972,2,3,1276.212617,2,1864.815533,585.0163171,1,3,2,5840.415156,2,2,149.9171127,2464.75475,32585.45073,2414.759722,25250,591.039348,2,3,2,1630.790524,1,37999.4798,2,1,2,1943.484863,2413.674387
5161.856531,42592.87408,2,2,1117.00568,2,2504.712354,1350.28415,2,2,2,3920.597821,2,1,248.1787707,3736.107487,39609.76021,3077.814443,25340,674.1458309,2,1,2,1716.915669,2,45384.19408,3,2,2,2635.283575,2840.544232
3754.882434,33972.11218,1,3,1308.872579,1,1730.2151,1144.369199,3,2,3,null,3,3,199.4856884,2402.979809,29537.60548,2459.338287,25430,1040.984124,3,2,1,1815.082753,2,38629.94147,3,2,3,2352.108401,1844.103185
4442.680516,39760.22533,3,3,null,2,2031.427557,1650.875767,2,2,2,null,3,2,537.9253513,4291.355738,36320.15383,2961.4841,25490,null,1,3,1,2756.753461,2,43130.50583,2,3,3,2359.37856,2437.419614
5042.486851,39945.11786,2,3,1224.785269,2,1777.501269,null,2,1,2,null,3,3,234.2828204,3442.573588,34098.80739,3270.551338,25620,824.3889801,3,2,2,1955.43699,2,45880.80273,3,3,3,2312.878405,2420.285249
4166.683944,33098.09526,2,3,875.1221723,2,1910.365203,837.3063324,2,2,2,1697.281127,2,2,187.899285,2437.322705,29260.95419,2297.107088,25710,434.2276997,1,2,3,1212.040301,2,36778.63247,1,2,3,2288.851072,1720.741916
4592.602282,39869.50221,2,3,1054.52188,1,1892.18237,1165.800038,2,2,1,4929.548869,2,3,312.3465484,2978.893629,36427.57709,2896.960605,25810,null,3,3,2,1949.003761,2,43371.26601,3,2,2,2527.100019,2780.196597
4065.33106,35054.84562,3,2,1547.140627,3,1693.057878,1324.071601,2,3,2,5086.511979,2,2,126.8601362,2602.532191,33174.80997,2968.501189,25900,603.3682598,1,3,3,1566.049605,2,36795.72901,2,2,3,2181.456688,2031.692463
4208.206477,34015.2161,3,3,null,3,1609.986894,null,3,1,3,null,3,2,255.1766973,2863.184262,30743.07748,2722.584292,25990,817.4957359,3,1,3,1342.875881,1,36845.82882,3,1,2,2974.859673,1927.276841
5305.790262,39950.94852,3,3,1872.089889,3,1964.856195,null,3,2,2,null,3,3,null,3064.97995,40416.82264,3646.676602,26080,845.8405661,3,3,2,2111.686135,2,39601.38876,3,3,2,2940.196472,2307.80883
3172.110761,35161.83285,2,3,1167.594542,2,1830.10574,1217.191145,3,1,1,null,3,2,222.3828059,2981.712446,31784.61776,2840.425194,26170,null,3,3,2,2044.721454,3,38390.77196,3,3,2,2685.85382,2261.016707
4162.472905,36143.9964,2,2,981.3591693,3,1464.980009,null,2,2,2,null,3,3,752.3446493,2847.942993,31000.36375,2106.754561,26260,null,3,3,3,null,3,41377.14374,2,3,2,2759.751439,2409.119848
null,null,null,null,null,null,null,756.2705918,null,null,null,null,null,null,185.0240125,null,null,null,62610,null,1,null,null,null,null,null,3,null,null,null,null
